1	0.9992
1.1	1
1.2	0.9968
1.3	0.996
1.4	0.9944
1.5	0.972
1.6	0.98
1.7	0.9688
1.8	0.9736
1.9	0.9424
2	0.9312
2.1	0.8968
2.2	0.7984
2.3	0.5872
2.4	0.2664
2.5	0.3672
2.6	0.1896
2.7	0.1336
2.8	0.0464
2.9	0.0656
3	0.0176
3.1	0.0264
3.2	0.0264
3.3	0.0744
3.4	0.0176
3.5	0.0336
3.6	0.0488
3.7	0.0744
3.8	0.0776
3.9	0.0176
4	0.0176
