383.691 118.355
4693.51 30.1162
3613.1 33.7214
4251.4 31.565
4593.38 29.7977
6166.28 24.5957
219.711 192.077
1059.62 61.9503
2352.9 43.1591
2627.07 41.1394
1764.59 47.7823
1307.49 54.1125
3827.07 32.4788
3765.45 35.3031
2688.54 37.9771
5456.53 26.6333
5365.1 25.0994
2973.24 35.8277
5277.31 27.769
831.631 95.8614
5163.36 27.7048
3460.34 31.7331
990.451 65.0079
4121.13 32.4391
4262.46 32.5667
3705.72 35.6986
4461.53 28.4453
3822.84 31.9992
4141.18 31.7198
1759.05 48.5923
2459.37 39.0611
4212.38 32.8752
384.095 175.799
1979.22 46.3724
5624.98 24.5002
4473.42 31.5809
407.436 109.327
7163.94 22.8315
5235.6 27.8665
2038.52 46.4437
6819 22.7903
3354.08 33.8138
5859.62 25.0052
1308.31 54.2589
3880.36 32.1923
4219.52 30.1707
5625.06 26.4001
1426.96 52.7578
1184.14 61.1084
5385.29 25.8927
728.652 77.8384
508.2 148.218
1993.72 45.7706
1143.63 58.2053
2220.49 41.7697
6006.65 24.1086
4324.47 28.9758
896.152 62.7218
1074.7 67.3757
2899.53 38.1625
2630.51 36.2039
405.717 92.2506
4044.77 31.1112
1036.1 66.924
149.073 172.466
3714 35.0997
4418.47 30.1788
3708.78 33.7064
3753.85 34.0339
6904.92 22.6468
2739.39 39.3268
2207.71 42.2482
1107.32 56.083
5024.28 28.9085
3701.28 34.2854
2621.25 41.9354
4642 27.6889
980.683 69.7176
2669.52 42.0693
3699.97 31.5601
4049.18 31.7073
2833.11 36.8241
1475.75 54.7954
1813.78 49.3888
3583.2 33.5726
4782.01 30.0294
3916.78 32.6779
3475.73 33.5525
6732.52 23.2534
4225.72 31.4984
4404.29 30.919
2579.71 38.2061
2803.11 37.638
6082.28 24.2427
2828.43 35.7408
3465.18 31.5561
180.258 230.18
2058.84 47.2692
3753.63 33.5254
3504.31 33.2462
831.97 119.133
2763.3 37.4918
1796.56 48.4749
3420.78 34.1391
2994.63 39.3655
3983.55 32.148
5718.45 24.9188
2501.16 37.8776
3281.74 36.082
5018.59 28.552
850.095 71.5459
220.692 379.199
615.458 176.051
2677.03 45.196
3892.8 34.7937
5880.01 25.3159
2108.59 45.3305
1487.19 53.0684
651.453 79.922
6583.47 23.2693
2426.85 40.4861
3348.55 35.5928
3687.64 33.5822
2567.06 40.236
3196.09 35.4152
5414.01 25.2231
2153.82 119.23
5897.56 24.8155
1474.67 56.143
3657.87 32.8283
3539.42 34.0938
1679.09 51.2038
898.916 71.3368
3130.68 34.6003
1161.36 62.8291
3506.47 32.7373
3034.01 37.418
3633.18 33.4991
4088.69 30.3404
3109.03 37.0241
4147.38 30.9178
557.402 92.1755
4857.39 28.8867
344.913 114.286
1723.49 49.8541
3259.95 36.1835
3682.26 33.9913
2015.01 45.5517
3006.04 36.2603
3095.75 37.7766
568.478 143.857
4186.31 31.2388
8457.95 22.2333
2939.85 36.6371
5827.2 24.8967
2690.32 41.9866
